Timestamp,Close,xg_boost_buy,reg_log_buy,SVC_buy,xg_boost_sell,reg_log_sell,SVC_sell
1602790200,120.699996,False,False,True,True,True,False
1602855000,121.150001,False,False,True,True,True,False
1602858600,119.889999,False,False,True,True,True,False
1602862200,119.830001,False,False,True,True,True,False
1602865800,120.059997,False,False,True,True,True,False
1602869400,120.1651,False,False,True,True,True,False
1602873000,119.907699,False,False,True,True,True,False
1602876600,118.970001,False,False,True,True,True,False
1603114200,119.5,False,False,True,True,True,False
1603117800,119.120002,False,False,True,True,True,False
1603121400,118.815002,False,False,True,True,True,False
1603125000,118.699996,False,False,True,True,True,False
1603128600,117.830497,False,False,True,True,True,False
1603132200,116.3637,False,False,True,True,True,False
1603135800,116.0,False,False,True,True,True,False
1603200600,116.875,False,False,True,True,True,False
1603204200,116.720001,False,False,True,True,True,False
1603207800,117.379997,False,False,True,True,True,False
1603211400,118.529998,False,False,True,True,True,False
1603215000,118.059997,False,False,True,True,True,False
1603218600,117.61,False,False,True,True,True,False
1603222200,117.5,False,False,True,True,True,False
1603287000,118.199302,False,False,True,True,True,False
1603290600,117.485,False,False,True,True,True,False
1603294200,117.5,False,False,True,True,True,False
1603297800,117.300697,False,False,True,True,True,False
1603301400,117.410003,False,False,True,True,True,False
1603305000,117.849998,False,False,True,True,True,False
1603308600,116.86,False,False,True,True,True,False
1603373400,116.199996,False,False,True,True,True,False
1603377000,115.796501,False,False,True,True,True,False
1603380600,115.349899,False,False,True,True,True,False
1603384200,115.949996,False,False,True,True,True,False
1603387800,115.666496,False,False,True,True,True,False
1603391400,116.010002,False,False,True,True,True,False
1603395000,115.75,False,False,True,True,True,False
1603459800,115.059997,False,False,True,True,True,False
1603463400,114.864997,False,False,True,True,True,False
1603467000,114.489303,False,False,True,True,True,False
1603470600,115.0,False,False,True,True,True,False
1603474200,114.775901,False,False,True,True,True,False
1603477800,114.599998,False,False,True,True,True,False
1603481400,115.050003,False,False,True,True,True,False
1603719000,115.629997,False,False,True,True,True,False
1603722600,114.345001,False,False,True,False,True,False
1603726200,114.485,False,False,True,False,True,False
1603729800,113.209999,False,False,True,False,True,False
1603733400,114.148399,False,False,True,False,True,False
1603737000,114.699798,False,False,True,False,True,False
1603740600,115.059997,False,False,True,False,True,False
1603827000,116.529998,False,False,True,False,True,False
1603891800,112.378997,False,False,True,False,True,False
1603895400,112.199996,False,False,True,False,True,False
1603899000,112.959999,False,False,True,False,True,False
1603902600,112.54,False,False,True,False,True,False
1603906200,113.245002,False,False,True,False,True,False
1603909800,112.724998,False,False,True,False,True,False
1603913400,111.194999,False,False,True,False,True,False
1603978200,114.36,False,False,True,False,True,False
1603981800,114.709999,False,False,True,False,True,False
1603985400,115.04,False,False,True,False,True,False
1603989000,115.924499,False,False,True,False,True,False
1603992600,116.75,False,False,True,False,True,False
1603996200,116.318496,False,False,True,False,True,False
1603999800,114.519996,False,False,True,False,True,False
1604064600,108.970001,False,False,True,False,True,False
1604068200,109.260002,False,False,True,False,True,False
1604071800,109.479103,False,False,True,False,True,False
1604075400,108.86,False,False,True,False,True,False
1604079000,108.235,False,False,True,False,True,False
1604082600,108.095596,False,False,True,False,True,False
1604086200,108.944999,False,False,True,False,True,False
1604327400,109.809997,False,False,True,False,True,False
1604331000,107.993598,False,False,True,False,True,False
1604334600,108.510002,False,False,True,False,True,False
1604338200,108.04,False,False,True,False,True,False
1604341800,107.809997,False,False,True,False,True,False
1604345400,108.129997,False,False,True,False,True,False
1604349000,108.691001,False,False,True,False,True,False
1604413800,110.684997,False,False,True,False,True,False
1604417400,110.881599,False,False,True,False,True,False
1604421000,111.035003,False,False,True,False,True,False
1604424600,110.54,False,False,True,False,True,False
1604428200,110.080001,False,False,True,False,True,False
1604431800,110.855003,False,False,True,False,True,False
1604435400,110.379997,False,False,True,False,True,False
1604590200,118.309303,False,False,True,False,True,False
1604593800,117.589996,False,False,True,False,True,False
1604597400,118.230003,False,False,True,False,True,False
1604601000,118.819999,False,False,True,False,True,False
1604604600,119.025001,False,False,True,False,True,False
1604608200,118.980003,False,False,True,False,True,False
1604673000,117.4664,False,False,True,False,True,False
1604676600,118.129997,False,False,True,False,True,False
1604680200,118.43,False,False,True,False,True,False
1604683800,119.105003,False,False,True,False,True,False
1604687400,118.889999,False,False,True,False,True,False
1604691000,118.365997,False,False,True,False,True,False
1604694600,118.684997,False,False,True,False,True,False
1604932200,121.61,False,False,True,True,True,False
1604935800,121.569999,False,False,True,True,True,False
1604939400,120.646301,False,False,True,True,True,False
1604943000,120.059303,False,False,True,True,True,False
1604946600,118.93,False,False,True,False,True,False
1604950200,118.030197,False,False,True,False,True,False
1604953800,116.319999,False,False,True,False,True,False
1605115800,119.214996,False,False,True,False,True,False
1605119400,119.150001,False,False,True,False,True,False
1605123000,118.894996,False,False,True,False,True,False
1605126600,119.495002,False,False,True,True,True,False
1605191400,119.989997,False,False,True,True,True,False
1605195000,119.86,False,False,True,True,True,False
1605198600,119.655403,False,False,True,True,True,False
1605202200,118.944999,False,False,True,False,True,False
1605205800,118.883003,False,False,True,False,True,False
1605209400,119.029998,False,False,True,False,True,False
1605213000,119.230003,False,False,True,True,True,False
1605277800,118.68,False,False,True,False,True,False
1605281400,118.25,False,False,True,False,True,False
1605285000,118.779998,False,False,True,False,True,False
1605288600,119.035003,False,False,True,False,True,False
1605292200,118.510002,False,False,True,False,True,False
1605295800,119.169998,False,False,True,False,True,False
1605299400,119.25,False,False,True,True,True,False
1605537000,120.459999,False,False,True,True,True,False
1605540600,120.479103,False,False,True,True,True,False
1605544200,120.650001,False,False,True,True,True,False
1605547800,120.18,False,False,True,True,True,False
1605551400,120.309997,False,False,True,True,True,False
1605555000,119.922996,False,False,True,True,True,False
1605558600,120.349998,False,False,True,True,True,False
1605623400,119.849998,False,False,True,True,True,False
1605627000,119.819999,False,False,True,True,True,False
1605630600,120.205001,False,False,True,True,True,False
1605634200,120.480003,False,False,True,True,True,False
1605637800,120.3041,False,False,True,True,True,False
1605641400,119.769996,False,False,True,True,True,False
1605645000,119.379997,False,False,True,True,True,False
1605709800,119.033996,False,False,True,False,True,False
1605713400,119.269897,False,False,True,True,True,False
1605717000,119.573997,False,False,True,True,True,False
1605720600,119.260002,False,False,True,True,True,False
1605724200,119.029296,False,False,True,False,True,False
1605727800,119.370002,False,False,True,True,True,False
1605731400,118.0,False,False,True,False,True,False
1605796200,117.980003,False,False,True,False,True,False
1605799800,118.093101,False,False,True,False,True,False
1605803400,117.855003,False,False,True,False,True,False
1605807000,117.785003,False,False,True,False,True,False
1605810600,118.040199,False,False,True,False,True,False
1605814200,118.638397,False,False,True,False,True,False
1605817800,118.639999,False,False,True,False,True,False
1605882600,118.273002,False,False,True,False,True,False
1605886200,118.449996,False,False,True,False,True,False
1605889800,118.199996,False,False,True,False,True,False
1605893400,118.120002,False,False,True,False,True,False
1605897000,118.010002,False,False,True,False,True,False
1605900600,117.565002,False,False,True,False,True,False
1605904200,117.319999,False,False,True,False,True,False
1606141800,115.400001,False,False,True,False,True,False
1606145400,114.340103,False,False,True,False,True,False
1606149000,115.122001,False,False,True,False,True,False
1606152600,114.993499,False,False,True,False,True,False
1606156200,114.059196,True,False,True,False,True,False
1606159800,114.035003,True,False,True,False,True,False
1606163400,113.879997,True,False,True,False,True,False
1606228200,113.404998,True,False,True,False,True,False
1606231800,114.919998,True,False,True,False,True,False
1606235400,114.660003,True,False,True,False,True,False
1606239000,115.04,True,False,True,False,True,False
1606242600,115.074996,True,False,True,False,True,False
1606246200,115.675003,True,False,True,False,True,False
1606249800,115.169998,True,False,True,False,True,False
1606314600,115.980003,True,False,True,False,True,False
1606318200,116.170196,True,False,True,False,True,False
1606321800,115.947998,True,False,True,False,True,False
1606325400,116.029998,True,False,True,False,True,False
1606329000,116.029998,True,False,True,False,True,False
1606332600,116.339996,True,False,True,False,True,False
1606336200,116.029998,True,False,True,False,True,False
1606487400,117.224998,True,False,True,False,True,False
1606491000,117.030097,True,False,True,False,True,False
1606494600,116.519996,True,False,True,False,True,False
1606498200,116.599998,True,False,True,False,True,False
1606500000,116.480003,True,False,True,False,True,False
1606746600,118.699996,True,False,True,False,True,False
1606750200,117.769996,True,False,True,False,True,False
1606753800,119.034698,True,False,True,False,True,False
1606757400,119.069999,True,False,True,False,True,False
1606761000,120.194,True,False,True,False,True,False
1606764600,120.410003,True,False,True,False,True,False
1606768200,119.059997,True,False,True,False,True,False
1606833000,122.059997,True,False,True,False,True,False
1606836600,122.709999,True,False,True,False,True,False
1606840200,122.889999,False,False,True,True,True,False
1606843800,123.019996,False,False,True,True,True,False
1606847400,123.080001,False,False,True,True,True,False
1606851000,122.629203,True,False,True,False,True,False
1606854600,122.699996,True,False,True,False,True,False
1606919400,122.220596,True,False,True,False,True,False
1606923000,122.330001,True,False,True,False,True,False
1606926600,122.925003,False,False,True,True,True,False
1606930200,123.260002,False,False,True,True,True,False
1606933800,123.019996,False,False,True,True,True,False
1606937400,122.934997,False,False,True,True,True,False
1606941000,123.080001,False,False,True,True,True,False
1607005800,122.910003,False,False,True,True,True,False
1607009400,122.819999,True,False,True,False,True,False
1607013000,122.910697,False,False,True,True,True,False
1607016600,122.989997,False,False,True,True,True,False
1607020200,122.855003,False,False,True,True,True,False
1607023800,123.221603,False,False,True,True,True,False
1607027400,122.940002,False,False,True,True,True,False
1607092200,121.529998,True,False,True,False,True,False
1607095800,122.272102,True,False,True,False,True,False
1607099400,121.885002,True,False,True,False,True,False
1607103000,121.959999,True,False,True,False,True,False
1607106600,121.720001,True,False,True,False,True,False
1607110200,122.014503,True,False,True,False,True,False
1607113800,122.25,True,False,True,False,True,False
1607351400,123.839996,False,False,True,True,True,False
1607355000,124.139999,False,False,True,True,True,False
1607358600,124.169296,False,False,True,True,True,False
1607362200,123.869903,False,False,True,True,True,False
1607365800,124.120101,False,False,True,True,True,False
1607369400,123.819999,False,False,True,True,True,False
1607373000,123.800003,False,False,True,True,True,False
1607437800,123.326301,False,False,True,True,True,False
1607441400,123.485,False,False,True,True,True,False
1607445000,124.068,False,False,True,True,True,False
1607448600,124.699996,False,False,True,True,True,False
1607452200,124.779998,False,False,True,True,True,False
1607455800,124.830001,False,False,True,True,True,False
1607459400,124.330001,False,False,True,True,True,False
1607524200,125.089996,False,False,True,True,True,False
1607527800,125.230003,False,False,True,True,True,False
1607531400,124.375,False,False,True,True,True,False
1607535000,122.79,True,False,True,False,True,False
1607538600,122.209999,True,False,True,False,True,False
1607542200,121.260002,True,False,True,False,True,False
1607545800,121.68,True,False,True,False,True,False
1607610600,122.985,False,False,True,True,True,False
1607614200,123.770103,False,False,True,True,True,False
1607617800,123.279998,False,False,True,True,True,False
1607621400,123.529998,False,False,True,True,True,False
1607625000,123.150001,False,False,True,True,True,False
1607628600,123.165,False,False,True,True,True,False
1607632200,123.220001,False,False,True,True,True,False
1607697000,121.580001,True,False,True,False,True,False
1607700600,121.080001,True,False,True,False,True,False
1607704200,120.779998,True,False,True,False,True,False
1607707800,121.394996,True,False,True,False,True,False
1607711400,121.774299,True,False,True,False,True,False
1607715000,122.165,True,False,True,False,True,False
1607718600,122.489997,True,False,True,False,True,False
1607956200,122.910003,False,False,True,True,True,False
1607959800,123.0,False,False,True,True,True,False
1607963400,122.914497,False,False,True,True,True,False
1607967000,122.144996,True,False,True,False,True,False
1607970600,122.4785,True,False,True,False,True,False
1607974200,122.309997,True,False,True,False,True,False
1607977800,121.699996,True,False,True,False,True,False
1608042600,125.730003,False,False,True,True,True,False
1608046200,125.833396,False,False,True,True,True,False
1608049800,126.370002,False,False,True,True,True,False
1608053400,126.850799,False,False,True,True,True,False
1608057000,127.172096,False,False,True,True,True,False
1608060600,127.61,False,False,True,True,True,False
1608064200,127.892997,False,False,True,True,True,False
1608129000,127.091499,False,False,True,True,True,False
1608132600,127.04,False,False,True,True,True,False
1608136200,127.555,False,False,True,True,True,False
1608139800,127.370002,False,False,True,True,True,False
1608143400,127.400001,False,False,True,True,True,False
1608147000,128.104995,False,False,True,True,True,False
1608150600,127.75,False,False,True,True,True,False
1608215400,129.044998,False,False,True,True,True,False
1608219000,128.675003,False,False,True,True,True,False
1608222600,128.413604,False,False,True,True,True,False
1608226200,128.505004,False,False,True,True,True,False
1608229800,128.285003,False,False,True,True,True,False
1608233400,128.369995,False,False,True,True,True,False
1608237000,128.649993,False,False,True,True,True,False
1608301800,127.400001,False,False,True,True,True,False
1608305400,127.440002,False,False,True,True,True,False
1608309000,127.649299,False,False,True,True,True,False
1608312600,127.160003,False,False,True,True,True,False
1608316200,126.748001,False,False,True,True,True,False
1608319800,126.550003,False,False,True,True,True,False
1608323400,126.650001,False,False,True,True,True,False
1608561000,124.019996,False,False,True,True,True,False
1608564600,124.574996,False,False,True,True,True,False
1608568200,125.695899,False,False,True,True,True,False
1608571800,126.415,False,False,True,True,True,False
1608575400,126.989997,False,False,True,True,True,False
1608579000,126.480796,False,False,True,True,True,False
1608582600,128.240005,False,False,True,True,True,False
1608647400,133.131805,False,False,True,True,True,False
1608651000,131.690002,False,False,True,True,True,False
1608654600,131.580001,False,False,True,True,True,False
1608658200,132.699295,False,False,True,True,True,False
1608661800,132.645004,False,False,True,True,True,False
1608665400,131.729995,False,False,True,True,True,False
1608669000,131.845001,False,False,True,True,True,False
1608733800,131.733795,False,False,True,True,True,False
1608737400,131.389999,False,False,True,True,True,False
1608741000,132.068298,False,False,True,True,True,False
1608744600,132.080001,False,False,True,True,True,False
1608748200,131.755905,False,False,True,True,True,False
1608751800,131.61,False,False,True,True,True,False
1608755400,130.960006,False,False,True,True,True,False
1608820200,133.135604,False,False,True,True,True,False
1608823800,132.147094,False,False,True,True,True,False
1608827400,131.880004,False,False,True,True,True,False
1608831000,131.990005,False,False,True,True,True,False
1608832800,132.0,False,False,True,True,True,False
1609165800,134.918395,False,False,True,True,True,False
1609169400,135.789993,False,False,True,True,True,False
1609173000,136.074996,False,False,True,True,True,False
1609176600,136.246994,False,False,True,True,True,False
1609180200,136.744995,False,False,True,True,True,False
1609183800,136.845001,False,False,True,True,True,False
1609187400,136.749801,False,False,True,True,True,False
1609252200,135.979995,False,False,True,True,True,False
1609255800,137.296493,False,False,True,True,True,False
1609259400,136.488403,False,False,True,True,True,False
1609263000,136.080001,False,False,True,True,True,False
1609266600,135.793197,False,False,True,True,True,False
1609270200,135.367797,False,False,True,True,True,False
1609273800,134.880004,False,False,True,True,True,False
1609338600,133.994995,False,False,True,True,True,False
1609342200,134.619995,False,False,True,True,True,False
1609345800,134.675003,False,False,True,True,True,False
1609349400,134.460006,False,False,True,True,True,False
1609353000,133.990005,False,False,True,True,True,False
1609356600,133.703399,False,False,True,True,True,False
1609360200,133.679992,False,False,True,True,True,False
1609425000,132.884994,False,False,True,True,True,False
1609428600,132.529998,False,False,True,True,True,False
1609432200,132.619995,False,False,True,True,True,False
1609435800,132.560806,False,False,True,True,True,False
1609439400,132.764999,False,False,True,True,True,False
1609443000,132.800003,False,False,True,True,True,False
1609446600,132.580001,False,False,True,True,True,False
